restaurant_id,month,order_volume,cancellations,avg_rating,gross_revenue_inr,support_tickets
R122,4,81,5,3.7,40484,5.4
R122,5,63,2,3.8,28817,3.4
R122,6,70,3,3.5,31374,3.3
R122,7,76,2,3.9,32386,2.4
R122,8,75,3,3.6,21422,3.0
R122,9,76,3,3.7,35166,3.5
R122,10,58,2,3.7,21416,4.3
R122,11,63,3,3.4,24606,4.2
R122,12,72,3,3.7,29203,4.2
R122,13,79,5,3.7,26515,4.4
R122,14,83,6,4.0,31767,3.8
R122,15,71,3,3.7,32249,2.2
R122,16,66,4,4.0,24811,5.1
R122,17,81,4,3.3,27162,3.0
R122,18,79,4,3.6,31060,3.6
R123,6,216,26,3.3,33937,4.7
R123,7,220,23,3.6,37494,5.1
R123,8,218,31,3.7,35895,3.7
R123,9,236,44,3.9,33384,11.7
R123,10,268,38,3.4,36606,15.2
R123,11,234,32,3.4,40189,14.4
R123,12,145,21,3.2,24184,8.1
R123,13,104,22,2.9,14637,7.6
R123,14,35,9,2.9,5845,7.1
R123,15,34,6,3.0,5715,6.3
R123,16,10,1,2.7,1677,8.3
R123,17,15,3,2.4,2444,7.3
R123,18,6,1,2.3,872,7.9
R124,1,81,0,4.4,21889,3.1
R124,2,115,1,4.4,31967,5.4
R124,3,68,0,4.4,17430,3.4
R124,4,97,1,4.1,27353,3.3
R124,5,99,1,4.5,22832,3.0
R124,6,86,0,4.1,17945,3.6
R124,7,95,1,4.6,27312,3.1
R124,8,97,0,4.3,32195,2.6
R124,9,96,1,4.0,28261,1.5
R124,10,101,1,4.4,25162,2.4
R124,11,104,0,4.4,29431,2.5
R124,12,94,0,4.3,27959,2.6
R124,13,92,1,4.2,24124,0.7
R124,14,87,0,4.2,22374,3.8
R124,15,90,0,4.3,22199,4.3
R124,16,105,0,4.5,32661,1.9
R124,17,86,0,4.0,21979,2.5
R124,18,102,1,4.3,26908,1.7
R125,4,275,24,4.2,44979,1.4
R125,5,266,23,4.4,43011,1.3
R125,6,249,23,4.6,46138,0.0
R125,7,195,15,4.3,33759,0.1
R125,8,271,25,4.3,49583,0.0
R125,9,260,19,4.2,45613,0.1
R125,10,237,17,4.6,47465,0.0
R125,11,282,25,4.3,48162,0.0
R125,12,265,18,4.5,55432,0.0
R125,13,289,21,4.2,58962,1.4
R125,14,311,26,4.5,58937,1.3
R125,15,271,25,4.1,48658,0.7
R125,16,278,26,4.3,47764,0.0
R125,17,261,22,4.1,46696,0.0
R125,18,201,18,4.3,37923,0.0
R126,16,43,0,4.2,11311,3.9
R126,17,35,0,4.2,8547,5.2
R126,18,32,0,4.4,5956,1.8
R127,6,122,2,4.4,15831,5.8
R127,7,115,2,4.0,15566,6.3
R127,8,125,3,3.9,16298,5.5
R127,9,95,2,4.1,13652,7.6
R127,10,129,2,4.1,16990,5.8
R127,11,123,2,4.3,19784,6.8
R127,12,97,2,4.1,12656,5.9
R127,13,118,2,3.8,14004,5.8
R127,14,118,2,4.0,16696,5.5
R127,15,119,3,4.2,16025,7.9
R127,16,121,2,3.9,19477,6.3
R127,17,100,2,3.9,13281,7.0
R127,18,118,2,4.1,15515,5.6
R128,18,121,1,4.0,18113,5.9
R129,6,142,25,3.9,26528,13.1
R129,7,158,37,3.8,31070,13.3
R129,8,134,22,3.8,27039,12.4
R129,9,140,29,3.6,30142,14.3
R129,10,122,24,3.7,24166,12.1
R129,11,136,33,3.8,30167,12.4
R129,12,138,32,3.6,34075,12.1
R129,13,125,32,3.3,25993,12.3
R129,14,113,23,3.7,25225,13.7
R129,15,151,30,4.1,32043,12.8
R129,16,125,29,3.5,27258,12.8
R129,17,131,28,3.5,27632,14.0
R129,18,131,30,3.4,27513,11.9
R130,13,348,4,4.2,104657,4.7
R130,14,288,3,4.3,65005,2.9
R130,15,305,2,3.7,66104,3.7
R130,16,295,2,4.5,71496,4.3
R130,17,246,2,4.2,52511,3.2
R130,18,308,2,4.1,80352,5.8
R131,16,131,1,3.7,32903,1.8
R131,17,126,1,4.1,24870,0.7
R131,18,143,1,4.2,35834,1.9
R132,5,90,14,3.5,15346,9.6
R132,6,92,15,3.7,16572,10.0
R132,7,90,13,3.6,14058,10.2
R132,8,80,8,3.6,14434,10.8
R132,9,79,11,3.8,12812,9.3
R132,10,111,16,3.5,19170,10.5
R132,11,76,11,3.9,12604,8.7
R132,12,94,15,3.6,15036,12.6
R132,13,85,10,3.7,15262,11.1
R132,14,68,9,3.9,11923,9.5
R132,15,102,18,3.6,18842,12.4
R132,16,81,13,4.1,14651,9.9
R132,17,93,17,3.5,15743,10.4
R132,18,85,13,3.7,15361,11.6
R133,5,102,13,3.6,25323,5.8
R133,6,106,17,3.9,27202,6.3
R133,7,119,18,3.2,28943,5.3
R133,8,119,18,3.6,27911,4.5
R133,9,116,17,3.4,22570,7.8
R133,10,121,15,3.9,29858,7.0
R133,11,132,13,3.7,37659,4.9
R133,12,106,11,3.8,26525,4.1
R133,13,122,15,3.6,27200,6.1
R133,14,130,15,3.3,30672,6.5
R133,15,113,10,3.7,31386,5.8
R133,16,99,12,3.6,22138,6.3
R133,17,107,14,3.6,27638,5.8
R133,18,115,12,3.6,27253,5.0
R134,4,340,13,4.2,71658,1.7
R134,5,291,12,4.4,61725,1.9
R134,6,256,11,4.3,51100,2.0
R134,7,399,12,4.2,70380,0.5
R134,8,299,7,4.4,69106,3.3
R134,9,306,10,4.5,61547,1.6
R134,10,326,14,4.1,65875,1.8
R134,11,336,13,4.3,61318,1.6
R134,12,281,11,4.5,50619,0.7
R134,13,314,11,4.3,70319,2.8
R134,14,362,13,4.1,81516,1.3
R134,15,344,13,4.3,73957,1.9
R134,16,368,14,4.3,71476,1.4
R134,17,291,8,4.4,49039,1.1
R134,18,299,9,4.3,55305,0.2
R135,18,266,2,4.1,120207,3.9
R136,14,119,4,4.2,21720,4.9
R136,15,138,5,4.0,21287,5.9
R136,16,145,4,4.4,24973,4.8
R136,17,139,5,4.4,28632,4.7
R136,18,143,3,4.6,24960,5.0
R137,4,219,21,3.7,56857,2.5
R137,5,237,26,3.5,49604,1.9
R137,6,228,26,4.1,49899,1.2
R137,7,254,22,3.7,49702,2.1
R137,8,307,19,3.5,66147,2.3
R137,9,280,31,3.4,58882,1.0
R137,10,256,25,3.5,55190,2.3
R137,11,241,22,4.0,65160,0.0
R137,12,260,38,3.8,58738,3.0
R137,13,263,29,3.7,60513,2.2
R137,14,280,25,3.6,50969,1.5
R137,15,282,29,3.5,51484,1.7
R137,16,281,25,3.4,59630,2.1
R137,17,290,27,3.9,71568,0.7
R137,18,290,29,3.5,76909,1.7
R138,6,98,4,3.7,27819,2.7
R138,7,118,5,3.9,38059,2.4
R138,8,136,5,4.0,48239,2.9
R138,9,124,4,3.8,43697,3.8
R138,10,127,3,3.8,45417,3.5
R138,11,128,6,3.8,40290,1.7
R138,12,102,4,3.9,26195,3.2
R138,13,109,4,4.1,33329,2.3
R138,14,124,4,4.0,41958,3.7
R138,15,148,4,3.9,39029,2.9
R138,16,122,8,3.9,36874,4.0
R138,17,121,7,4.0,39915,1.4
R138,18,146,6,3.9,41574,2.2
R139,2,63,0,3.8,12171,4.8
R139,3,76,0,4.0,12661,4.7
R139,4,68,0,4.2,14369,5.5
R139,5,82,0,4.1,14049,4.6
R139,6,72,0,4.1,12774,3.0
R139,7,60,0,3.9,10649,2.8
R139,8,74,0,4.3,16373,3.7
R139,9,66,0,4.4,13267,3.9
R139,10,74,0,4.2,15383,3.1
R139,11,60,0,4.4,9999,4.2
R139,12,63,0,4.1,12716,2.6
R139,13,67,0,4.0,15160,2.2
R139,14,70,0,4.0,13708,3.9
R139,15,66,0,4.3,12457,4.5
R139,16,74,0,4.4,13566,4.6
R139,17,66,0,4.2,13510,1.6
R139,18,75,0,4.3,15596,4.2
R140,8,171,1,4.2,30217,2.3
R140,9,230,2,4.3,44669,3.3
R140,10,226,2,4.3,40008,2.7
R140,11,188,1,3.9,35051,4.1
R140,12,234,3,4.0,42959,1.9
R140,13,210,1,4.2,35089,1.2
R140,14,200,2,4.2,37314,3.1
R140,15,211,2,4.1,32546,3.7
R140,16,239,2,4.0,38334,4.6
R140,17,205,2,4.1,34650,2.3
R140,18,194,2,3.9,35165,3.1
R141,5,355,18,4.6,57756,2.3
R141,6,277,22,4.4,46730,0.0
R141,7,279,14,4.3,46883,1.0
R141,8,337,19,4.5,45853,0.0
R141,9,281,14,4.1,43173,0.0
R141,10,347,21,4.3,46383,0.0
R141,11,341,22,4.7,62567,0.1
R141,12,321,15,4.6,53855,0.6
R141,13,311,13,4.3,49768,0.2
R141,14,306,17,4.6,42049,0.0
R141,15,372,15,4.3,65124,0.0
R141,16,328,18,4.9,63766,0.0
R141,17,365,22,4.4,54765,0.4
R141,18,320,16,4.3,58087,0.0
R142,4,158,16,3.8,28387,1.0
R142,5,194,10,3.8,30295,0.0
R142,6,171,14,3.6,27742,0.8
R142,7,198,11,3.7,38631,0.1
R142,8,152,12,3.9,26784,0.1
R142,9,171,14,3.9,29603,0.0
R142,10,210,18,3.3,42968,1.2
R142,11,179,18,4.2,29409,0.2
R142,12,205,25,3.7,44760,0.8
R142,13,197,20,3.9,43727,0.0
R142,14,204,25,4.0,36821,0.3
R142,15,150,12,3.9,23379,0.0
R142,16,205,18,4.0,39380,0.0
R142,17,169,15,3.4,33633,0.0
R142,18,188,18,3.8,34853,0.3
R143,7,74,0,4.3,16003,2.9
R143,8,74,0,4.0,16531,2.2
R143,9,71,0,3.6,17429,3.0
R143,10,58,0,4.4,14941,2.5
R143,11,63,0,4.3,13363,2.3
R143,12,71,0,4.0,16151,3.5
R143,13,61,0,4.1,13391,3.1
R143,14,64,0,4.4,15272,3.2
R143,15,62,0,4.2,14387,2.3
R143,16,66,0,4.4,14794,2.1
R143,17,60,0,3.9,16023,2.5
R143,18,68,0,4.2,15676,2.9
R144,6,56,4,4.5,10828,2.1
R144,7,53,4,4.3,10002,2.0
R144,8,61,5,4.5,11582,0.9
R144,9,56,5,4.0,10499,1.5
R144,10,55,5,4.3,8738,2.2
R144,11,64,5,4.2,13441,1.7
R144,12,60,4,4.0,9898,2.0
R144,13,60,5,4.0,10084,1.0
R144,14,75,5,4.2,13678,3.2
R144,15,51,4,3.9,7143,1.1
R144,16,64,4,4.3,11888,1.7
R144,17,69,4,4.3,10395,1.9
R144,18,60,3,4.3,10213,3.4
R145,5,91,4,3.8,16804,2.5
R145,6,121,7,3.5,21137,2.1
R145,7,107,5,3.9,22495,3.5
R145,8,129,4,4.1,23995,3.9
R145,9,104,4,4.0,19815,2.3
R145,10,136,5,3.8,27494,4.9
R145,11,115,5,3.7,22371,3.5
R145,12,134,7,3.7,27530,3.1
R145,13,130,7,4.1,23824,2.5
R145,14,126,7,3.8,26927,3.6
R145,15,118,6,3.7,22954,2.0
R145,16,120,7,3.9,24215,3.3
R145,17,122,4,3.8,23603,2.0
R145,18,99,5,3.8,19204,3.5
R146,18,98,0,4.1,25838,3.4
R147,5,101,4,4.0,23123,2.7
R147,6,111,7,3.6,29369,2.3
R147,7,116,5,3.5,35652,4.5
R147,8,111,5,3.8,35179,2.0
R147,9,106,5,3.7,34471,2.5
R147,10,105,3,3.9,34963,2.8
R147,11,117,5,3.3,35422,2.9
R147,12,110,5,3.7,38400,3.0
R147,13,106,5,3.8,40534,2.9
R147,14,112,4,4.0,35136,2.8
R147,15,99,3,3.9,25949,4.3
R147,16,95,4,3.6,29004,3.1
R147,17,113,4,3.7,37725,3.7
R147,18,81,4,3.6,23191,2.9
R148,5,191,15,3.8,44860,9.1
R148,6,186,17,4.3,41871,9.6
R148,7,192,18,4.3,40504,9.3
R148,8,142,13,3.9,35810,10.7
R148,9,160,13,3.9,36911,8.6
R148,10,156,20,4.0,37117,9.1
R148,11,143,9,4.2,37616,9.4
R148,12,176,14,4.3,43521,8.5
R148,13,175,12,4.2,37079,8.0
R148,14,172,11,4.2,34279,7.9
R148,15,166,16,4.4,32515,10.3
R148,16,147,17,4.3,34100,8.4
R148,17,140,9,4.4,30530,8.1
R148,18,147,15,4.0,26697,9.9
R149,1,114,7,4.2,20973,5.6
R149,2,124,5,3.9,34414,3.4
R149,3,108,6,4.1,26868,5.2
R149,4,114,5,3.9,30367,3.6
R149,5,89,4,4.0,24049,5.4
R149,6,103,4,4.1,25389,4.4
R149,7,106,4,4.1,27200,5.0
R149,8,89,3,3.6,20958,6.0
R149,9,110,4,4.1,32030,3.2
R149,10,138,6,4.1,38614,4.7
R149,11,104,6,3.9,30376,3.9
R149,12,103,6,4.0,27362,4.6
R149,13,139,9,4.2,47625,3.4
R149,14,118,5,3.7,32910,3.9
R149,15,128,5,3.9,39350,4.2
R149,16,123,6,4.1,31986,4.8
R149,17,109,4,4.0,32796,4.8
R149,18,119,5,3.7,27846,4.0
R150,13,273,2,4.7,51186,3.8
R150,14,306,3,4.8,69165,3.4
R150,15,289,3,4.7,58366,2.8
R150,16,323,3,4.7,68509,3.0
R150,17,308,2,4.7,63913,1.9
R150,18,315,3,4.6,56548,2.9
